[INFO ] 2023-01-31T06:59:37,859Z [Test worker] internal.TestCordappImpl. - Generating CorDapp jar from local project in /Users/peter.li/Desktop/obligation-cordapp/workflows ... {}
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))])
    Send(sessionToMessage={FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=8C56A564DD55409F8334D8F5ADE1503A634CEF4A8EF50C3C248AC67674699983})
checkpoint.flowState.frozenFiber.hash: 
    676EBA282EA52AB950831FCE7B30387BAD127F8DA492617AB930D450FC0B3281
    3B3C56BC9D59FDA411F35B57FFBBA60002C78B7D4DCC944748CE90686469B836
checkpoint.flowIoRequest: 
    SendAndReceive
    Send
checkpoint.checkpointState.numberOfSuspends: 
    4
    5
checkpoint.checkpointState.numberOfCommits: 
    5
    6
checkpoint.timestamp: 
    2023-01-31T07:08:33.994Z
    2023-01-31T07:08:33.995Z
isFlowResumed: 
    true
    false
numberOfCommits: 
    5
    6


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.997Z
  Event: DoRemainingWork
  Actions: 
    SendMultiple(sendInitial=[], sendExisting=[SendExisting(peerParty=O=Mock Company 3, L=London, C=GB, message=ExistingSessionMessage(recipientSessionId=SessionId(toLong=-8071260149716765667), payload=DataSessionMessage(payload=class net.corda.core.serialization.SerializedBytes)), deduplicationId=SenderDeduplicationId(deduplicationId=DeduplicationId(toString=N-R--5366150003449329455--6169107910265396549-5-0), senderUUID=6085e859-0547-41f5-8009-8ac07555639a))])
    CreateTransaction
  Continuation: Resume(result=class kotlin.Unit)
  Diff between previous and next state:
isFlowResumed: 
    false
    true


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34Z
  Event: Suspend(ioRequest=Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))]), maySkipCheckpoint=false, fiber=C035A1309FE585750ED12DDFAD73E66663397EC0D1334F075FD37DF06B5F8048, currentStep=Starting)
  Actions: 
    PersistCheckpoint(id=[22fcb1c3-b5fb-4384-a563-f056a848c9bf], checkpoint=Checkpoint(checkpointState=CheckpointState(invocationContext=InvocationContext(origin=RPC(actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB)), trace=Trace(invocationId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Invocation, sessionId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Session), actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB), externalTrace=null, impersonatedActor=null, arguments=[], clientId=null), ourIdentity=O=Mock Company 1, L=London, C=GB, sessions={SessionId(toLong=-5366150003449329455)=Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=-8071260149716765667), deduplicationSeed=R--5366150003449329455--6169107910265396549)}, sessionsToBeClosed=[], subFlowStack=[Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)], numberOfSuspends=6, numberOfCommits=7), flowState=Started(flowIORequest=Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))]), frozenFiber=C035A1309FE585750ED12DDFAD73E66663397EC0D1334F075FD37DF06B5F8048), errorState=Clean, result=null, status=RUNNABLE, progressStep=Starting, flowIoRequest=Receive, compatible=true), isCheckpointUpdate=true)
    PersistDeduplicationFacts(deduplicationHandlers=[])
    CommitTransaction
    AcknowledgeMessages(deduplicationHandlers=[])
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.flowState.flowIORequest: 
    Send(sessionToMessage={FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=8C56A564DD55409F8334D8F5ADE1503A634CEF4A8EF50C3C248AC67674699983})
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))])
checkpoint.flowState.frozenFiber.hash: 
    3B3C56BC9D59FDA411F35B57FFBBA60002C78B7D4DCC944748CE90686469B836
    C035A1309FE585750ED12DDFAD73E66663397EC0D1334F075FD37DF06B5F8048
checkpoint.flowIoRequest: 
    Send
    Receive
checkpoint.checkpointState.numberOfSuspends: 
    5
    6
checkpoint.checkpointState.numberOfCommits: 
    6
    7
checkpoint.timestamp: 
    2023-01-31T07:08:33.997Z
    2023-01-31T07:08:33.999Z
isFlowResumed: 
    true
    false
numberOfCommits: 
    6
    7


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.001Z
  Event: DoRemainingWork
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
null

 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.014Z
  Event: DeliverSessionMessage(sessionMessage=ExistingSessionMessage(recipientSessionId=SessionId(toLong=-5366150003449329455), payload=DataSessionMessage(payload=class net.corda.core.serialization.SerializedBytes)), deduplicationHandler=net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@a8aadcd, sender=O=Mock Company 3, L=London, C=GB)
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    []
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@a8aadcd]
checkpoint.checkpointState.sessions.SessionId(toLong=-5366150003449329455).receivedMessages.isEmpty: 
    true
    false
checkpoint.timestamp: 
    2023-01-31T07:08:34.001Z
    2023-01-31T07:08:34.014Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.014Z
  Event: DoRemainingWork
  Actions: 
    CreateTransaction
  Continuation: Resume(result=class java.util.LinkedHashMap)
  Diff between previous and next state:
checkpoint.checkpointState.sessions.SessionId(toLong=-5366150003449329455).receivedMessages.isEmpty: 
    false
    true
isFlowResumed: 
    false
    true


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.015Z
  Event: LeaveSubFlow
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.subFlowStack: 
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false)]
checkpoint.timestamp: 
    2023-01-31T07:08:34.014Z
    2023-01-31T07:08:34.015Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.015Z
  Event: EnterSubFlow(subFlowClass=class net.corda.core.flows.FinalityFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.subFlowStack: 
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false)]
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Initiating(flowClass=class net.corda.core.flows.FinalityFlow, classToInitiateWith=class net.corda.core.flows.FinalityFlow, flowInfo=FlowInfo(flowVersion=1, appName=corda-core-4.9), subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.023Z
  Event: LeaveSubFlow
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.subFlowStack: 
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Initiating(flowClass=class net.corda.core.flows.FinalityFlow, classToInitiateWith=class net.corda.core.flows.FinalityFlow, flowInfo=FlowInfo(flowVersion=1, appName=corda-core-4.9), subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false)]
checkpoint.timestamp: 
    2023-01-31T07:08:34.015Z
    2023-01-31T07:08:34.023Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.038Z
  Event: Error(exception=java.lang.IllegalArgumentException: Could not find Party for Anonymous(DLArfsNxSrxYiD4Af7N7nfgykJNFEEwG1qYGU5Msgn9Khs), rollback=true)
  Actions: 
    RollbackTransaction
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.errorState: 
    Clean
    Errored(errors=[FlowError(errorId=-870222702024413628, exception=java.lang.IllegalArgumentException: Could not find Party for Anonymous(DLArfsNxSrxYiD4Af7N7nfgykJNFEEwG1qYGU5Msgn9Khs))], propagatedIndex=0, propagating=false)
checkpoint.timestamp: 
    2023-01-31T07:08:34.023Z
    2023-01-31T07:08:34.025Z
isFlowResumed: 
    true
    false


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.042Z
  Event: DoRemainingWork
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
null

 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.043Z
  Event: StartErrorPropagation
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.errorState.propagating: 
    false
    true
checkpoint.timestamp: 
    2023-01-31T07:08:34.025Z
    2023-01-31T07:08:34.043Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:34.140Z
  Event: DoRemainingWork
  Actions: 
    PropagateErrors(errorMessages=[ErrorSessionMessage(flowException=null, errorId=-870222702024413628)], sessions=[Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=-8071260149716765667), deduplicationSeed=R--5366150003449329455--6169107910265396549)], senderUUID=6085e859-0547-41f5-8009-8ac07555639a)
    CreateTransaction
    RemoveCheckpoint(id=[22fcb1c3-b5fb-4384-a563-f056a848c9bf], mayHavePersistentResults=false)
    PersistDeduplicationFacts(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@a8aadcd])
    ReleaseSoftLocks(uuid=22fcb1c3-b5fb-4384-a563-f056a848c9bf)
    CommitTransaction
    AcknowledgeMessages(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@a8aadcd])
    RemoveSessionBindings(sessionIds=[SessionId(toLong=-5366150003449329455)])
    RemoveFlow(flowId=[22fcb1c3-b5fb-4384-a563-f056a848c9bf], removalReason=ErrorFinish(flowErrors=[FlowError(errorId=-870222702024413628, exception=java.lang.IllegalArgumentException: Could not find Party for Anonymous(DLArfsNxSrxYiD4Af7N7nfgykJNFEEwG1qYGU5Msgn9Khs))]), lastState=StateMachineState(checkpoint=Checkpoint(checkpointState=CheckpointState(invocationContext=InvocationContext(origin=RPC(actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB)), trace=Trace(invocationId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Invocation, sessionId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Session), actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB), externalTrace=null, impersonatedActor=null, arguments=[], clientId=null), ourIdentity=O=Mock Company 1, L=London, C=GB, sessions={SessionId(toLong=-5366150003449329455)=Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=-8071260149716765667), deduplicationSeed=R--5366150003449329455--6169107910265396549)}, sessionsToBeClosed=[], subFlowStack=[Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false)], numberOfSuspends=6, numberOfCommits=8), flowState=net.corda.node.services.statemachine.FlowState$Finished@b8b9f78, errorState=Errored(errors=[FlowError(errorId=-870222702024413628, exception=java.lang.IllegalArgumentException: Could not find Party for Anonymous(DLArfsNxSrxYiD4Af7N7nfgykJNFEEwG1qYGU5Msgn9Khs))], propagatedIndex=0, propagating=true), result=null, status=FAILED, progressStep=Starting, flowIoRequest=Receive, compatible=true), flowLogic=net.corda.samples.obligation.flows.IOUSettleFlow@290e5cae, pendingDeduplicationHandlers=[], isFlowResumed=false, isWaitingForFuture=false, future=null, isAnyCheckpointPersisted=true, isStartIdempotent=false, isRemoved=true, isKilled=false, isDead=false, senderUUID=6085e859-0547-41f5-8009-8ac07555639a, reloadCheckpointAfterSuspendCount=null, numberOfCommits=8, lock=java.util.concurrent.Semaphore@168b50ad[Permits = 0]))
  Continuation: Abort
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@a8aadcd]
    []
checkpoint.status: 
    RUNNABLE
    FAILED
checkpoint.flowState: 
    Started(flowIORequest=Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))]), frozenFiber=C035A1309FE585750ED12DDFAD73E66663397EC0D1334F075FD37DF06B5F8048)
    net.corda.node.services.statemachine.FlowState$Finished@b8b9f78
checkpoint.checkpointState.numberOfCommits: 
    7
    8
checkpoint.timestamp: 
    2023-01-31T07:08:34.043Z
    2023-01-31T07:08:34.071Z
numberOfCommits: 
    7
    8
isRemoved: 
    false
    true
 {actor_id=Only For Testing, actor_owning_identity=O=Mock Company 1, L=London, C=GB, actor_store_id=TEST, fiber-id=10000027, flow-id=22fcb1c3-b5fb-4384-a563-f056a848c9bf, invocation_id=a44904ba-ec75-4986-be2c-5a017403c704, invocation_timestamp=2023-01-31T07:08:33.182Z, origin=Only For Testing, session_id=a44904ba-ec75-4986-be2c-5a017403c704, session_timestamp=2023-01-31T07:08:33.182Z, thread-id=854, tx_id=0DFF1D65C786D2F8443A0291C9DD252856A4D061214F27B9FC98D7C999E3139E}
[WARN ] 2023-01-31T07:08:34,150Z [Mock network] interceptors.DumpHistoryOnErrorInterceptor. - Flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] error {actor_id=Only For Testing, actor_owning_identity=O=Mock Company 1, L=London, C=GB, actor_store_id=TEST, fiber-id=10000027, flow-id=22fcb1c3-b5fb-4384-a563-f056a848c9bf, invocation_id=a44904ba-ec75-4986-be2c-5a017403c704, invocation_timestamp=2023-01-31T07:08:33.182Z, origin=Only For Testing, session_id=a44904ba-ec75-4986-be2c-5a017403c704, session_timestamp=2023-01-31T07:08:33.182Z, thread-id=854, tx_id=0DFF1D65C786D2F8443A0291C9DD252856A4D061214F27B9FC98D7C999E3139E}
